Year of Completion,Name of Dam,Country
1935,Molteno,South Africa
1935,Istra,Russia
1935,Hans Mensky,South Africa
1935,Harsi,India
1935,Pykara,India
1935,Wangumma Weir,Australia
1935,Laanecoorie,Australia
1935,Nepean,Australia
1935,Avon,Australia
1935,Falls,New Zealand
1936,West Valley,United States
1936,Coyote,United States
1936,North Fork of Smith River Dam,United States
1936,Pineview,United States
1936,Scipio Lake,United States
1936,J. Clark Salyer Dam,United States
1936,Dam 83,United States
1936,Deer Creek,United States
1936,Sturgeon Lake,United States
1936,Washburn Lake,United States
1936,Pine Mountain Lake,United States
1936,Long Lake,United States
1936,Prairie Lake,United States
1936,Clearwater Lake,United States
1936,Otter Tail Lake,United States
1936,Borden Lake,United States
1936,Long Lake Upper,United States
1936,Saint Croix,United States
1936,Geneva Lake,United States
1936,Lobster Lake,United States
1936,Billy Boy,United States
1936,Green Lake,United States
1936,Lake Fort Smith Dam,United States
1936,Shawnee City 1,United States
1936,Sumner,United States
1936,Red Bluff Dam,United States
1936,Big Eau Pleine,United States
1936,Allegan,United States
1936,Nimisila Reservoir Dam,United States
1936,Atwood Dam,United States
1936,Tappan Dam,United States
1936,Clendening Dam,United States
1936,Prettyboy Dam,United States
1936,Norris,United States
1936,Wheeler,United States
1936,Upamayo,Peru
1936,Seboomook,United States
1936,Rio Tercero 1,Argentina
1936,Aires de Souza,Brazil
1936,Sao Goncalo,Brazil
1936,Piranhas,Brazil
1936,Saco 1,Brazil
1936,Laggan,United Kingdom
1936,Loch Doon,United Kingdom
1936,Scar House,United Kingdom
1936,Torron,Sweden
1936,Bissorte,France
1936,Lower Umgusa,Zimbabwe
1936,Cubuk 1,Turkey
1936,Vlakfontein,South Africa
1936,Anjanapura Tank,India
1936,Maralvadi,India
1936,Nakanosawa,Japan
1936,Maruyamatameike,Japan
1936,Komyoike,Japan
1936,Conroys,New Zealand
1937,Whatcom Lake Dam,United States
1937,Cooney,United States
1937,Unity,United States
1937,Island Park,United States
1937,Bull Lake,United States
1937,Alcova,United States
1937,Moon Lake,United States
1937,Ralston,United States
1937,Taylor Park,United States
1937,Caballo,United States
1937,Abelardo,Mexico
1937,Esquagama Lake,United States
1937,Arrowwood Dam,United States
1937,White Earth Lake,United States
1937,Portage Lake,United States
1937,Bucks Mill Dam,United States
1937,Ossawinnamakee Lake,United States
1937,Big Pine Lake,United States
1937,Sibley Lake,United States
1937,McDonald Lake Dam,United States
1937,Rush Lake,United States
1937,East Battle Lake,United States
1937,Minong Flowage,United States
1937,Ten Mile Lake,United States
1937,Totagatic,United States
1937,Miltona Lake,United States
1937,Elm Lake Dam,United States
1937,Big Birch Lake,United States
1937,Big Stone Lake,United States
1937,Tetonka,United States
1937,Heron Lake Outlet,United States
1937,Carl Blackwell Lake,United States
1937,Mountain Creek Dam,United States
1937,Buchanan Dam,United States
1937,Pleasant Hill Dam,United States
1937,Leesville Dam,United States
1937,Piedmont Dam,United States
1937,Senecaville Dam,United States
1937,Greenwood Lake Dam,United States
1937,Ragged Lake,United States
1937,Dalwhinnie,United Kingdom
1937,Saint Michel,France
1937,Bjolsegrovatn Hoveddam,Norway
1937,Huehnermatt in den Schlagen,Switzerland
1937,Kozlowa Gora,Poland
1937,Porabka,Poland
1937,Ivankovo,Russia
1937,Iksha,Russia
1937,Akulovo,Russia
1937,Pirogovo,Russia
1937,Jebel Aulia,Sudan
1937,Seidaichosuichi,Japan
1937,Otakisawatameike,Japan
1937,Fraser,New Zealand
1937,Butchers,New Zealand
1938,Junction,Canada
1938,Fresno,United States
1938,Nevada Creek Dam,United States
1938,East Fork Rock Creek Dam,United States
1938,Willow Creek Dam,United States
1938,Ruby Dam,United States
1938,Grassy Lake,United States
1938,Seminoe,United States
1938,Piute,United States
1938,Parker,United States
1938,Copper Basin,United States
1938,San Gabriel 1,United States
1938,Mathews,United States
1938,Bartlett,United States
1938,Pool 27,United States
1938,Pelican Lake,United States
1938,Movil Lake,United States
1938,Balsam Lake,United States
1938,Deer Lake,United States
1938,Splithand Lake,United States
1938,Little Bemidji Lake,United States
1938,Crow Wing 8th Lake,United States
1938,Blackwater Lake,United States
1938,Height Of Land Lake,United States
1938,George Lake,United States
1938,Pelican Lake,United States
1938,Lizzie Lake,United States
1938,Pelican Lake,United States
1938,Dead Lake East Dam,United States
1938,Blanche Lake,United States
1938,Onamia Lake,United States
1938,Houghton Dam,United States
1938,Altoona,United States
1938,Jefferson Lake,United States
1938,Umbarger,United States
1938,Lake Winona Dam,United States
1938,Bear Creek,United States
1938,Fort Phantom Hill Dam,United States
1938,Roy Inks Dam,United States
1938,Frederick House,Canada
1938,Bond Falls,United States
1938,Brevoort Lake Dam,United States
1938,Tomahawk,United States
1938,Tygart Dam,United States
1938,Pickwick Landing,United States
1938,Madden,Panama
1938,Salmon Hole,Canada
1938,Waterbury,United States
1938,Anzulon,Argentina
1938,Carron Valley,United Kingdom
1938,Guilhofrei,Portugal
1938,Abberton,United Kingdom
1938,Pirk,Germany
1938,Turano,Italy
1938,Ghrib,Algeria
1938,Golbasi,Turkey
1938,Pienaar,South Africa
1938,Umshandige,Zimbabwe
1938,Mantasoa,Madagascar
1938,Mukurthi,India
1938,Changjin,North Korea
1938,Sowon,North Korea
1938,Tsukabaru,Japan
1939,Crane Prairie,United States
1939,Independence,United States
1939,Boca,United States
1939,Val Marie,Canada
1939,Kerr,United States
1939,Martinsdale North Dam,United States
1939,Tongue River Dam,United States
1939,Ely Lake,United States
1939,Potato Lake,United States
1939,Lac Qui Parle Dam,United States
1939,Sheridan Lake,United States
1939,Beaver Lake Outlet,United States
1939,Tom Miller Dam,United States
1939,Delta Lake Unit 2 Levee,United States
1939,Cointzio,Mexico
1939,Kenogami Diversion Dam,Canada
1939,Hustisford,United States
1939,Claytor,United States
1939,Guntersville,United States
1939,Mattaceunk,United States
1939,Quabbin Winsor Dam,United States
1939,Cogoti,Chile
1939,Pollaphuca,Ireland
1939,Talybont,United Kingdom
1939,Bever,Germany
1939,Ksob,Algeria
1939,Foum el Gueiss,Algeria
1939,Vranov,Czech Republic
1939,Shiyalongubo,South Africa
1939,Tateiwa,Japan
1939,Ohashi,Japan
1939,Yarrawonga Weir,Australia
1940,West Fork Bitterroot,United States
1940,Deer Creek,United States
1940,Grant Lake,United States
1940,Vallecito,United States
1940,Wabana Lake,United States
1940,Gile Reservoir,United States
1940,Bald Eagle Lake,United States
1940,Kandiyohi Lake Inlet,United States
1940,Sprague Mather,United States
1940,Jeffrey Reg Dam,United States
1940,Pensacola,United States
1940,Rita Blanca Creek Reservoir Dam,United States
1940,Conchas Dam,United States
1940,Dehart,United States
1940,Crab Orchard Lake Dam,United States
1940,Hiwassee,United States
1940,Chickamauga,United States
1940,Sardis Dam,United States
1940,Rocky River Dam,United States
1940,Buzzards Roost Embankment,United States
1940,Murphy Dam,United States
1940,Lake Mahopac Dam,United States
1940,Caveiras,Brazil
1940,Haweswater,United Kingdom
1940,Requejada,Spain
1940,Puentes Viejas,Spain
1940,Morasco,Italy
1940,Agaro,Italy
1940,Salto,Italy
1940,Brno,Czech Republic
1940,Uglich,Russia
1940,Gyobyu,Myanmar (Burma)
1940,Canning,Australia
1940,Kodo,Japan
1940,Natsuse,Japan
1940,Jindai,Japan
1940,Onoike,Japan
1940,Malmsbury,Australia
1941,Lois,Canada
1941,Fern Ridge,United States
1941,Harry L. Englebright Dam,United States
1941,Salinas Dam,United States
1941,Grand Coulee,United States
1941,Deadmans Basin Dam,United States
1941,Willow Creek,United States
1941,Long Valley,United States
1941,Upper Lake Mary,United States
1941,Murrays Dam,United States
1941,Browns Valley Dike,United States
1941,Ramsey Lake,United States
1941,Okabena Lake,United States
1941,Oglala Dam,United States
1941,Kingsley,United States
1941,Little Plum Creek,United States
1941,Big Plum Creek,United States
1941,Johnson Lake Dam,United States
1941,Marshall Creek Dam,United States
1941,St. Charles 3,United States
1941,Wappapello Dam,United States
1941,Great Salt Plains Lake,United States
1941,Morris Sheppard,United States
1941,Lake Bistineau,United States
1941,Hoist,United States
1941,Way,United States
1941,Mahoning Creek Dam,United States
1941,Wild Creek,United States
1941,Cherokee Saddle Dam 1,United States
1941,Thorpe,United States
1941,Lake Manouan,Canada
1941,Loon Lake Dam,United States
1941,Popps Mountain Dike,United States
1941,San Felipe,Argentina
1941,Cuerda del Pozo,Spain
1941,Rumblar,Spain
1941,Navatn 1,Norway
1941,Hohenwarte,Germany
1941,Roznow,Poland
1941,Sheksna,Russia
1941,Rybinsk,Russia
1941,Fengman,China
1941,Miyazawatameike,Japan
1941,Tokiwa,Japan
1941,Woronora,Australia
1942,Cottage Grove,United States
1942,Cascade Lake Minnewanka,Canada
1942,Highfield,Canada
1942,Duncairn,Canada
1942,Upper Sunshine,United States
1942,Green Mountain,United States
1942,Friant,United States
1942,La Angostura,Mexico
1942,Whitesand Rapids,Canada
1942,Lake Alice Dam,United States
1942,Maple Lake,United States
1942,Marsh Lake Dam,United States
1942,Council Grove City Dam,United States
1942,Clearwater Dam,United States
1942,Fort Supply Lake,United States
1942,Nimrod,United States
1942,Peckerwood Lake Dam,United States
1942,Lake Chicot Dam North,United States
1942,Mansfield Dam,United States
1942,Waboose Lake Main Sluice,Canada
1942,Loutre,Canada
1942,Mitchinamecus,Canada
1942,Carp River Dam,United States
1942,Bark Lake,Canada
1942,Barrett Chute,Canada
1942,Du Bay,United States
1942,Shand,Canada
1942,Whitney Point Dam,United States
1942,Watts Bar,United States
1942,Nantahala,United States
1942,Chatuge,United States
1942,Nottely,United States
1942,North Santee Dam,United States
1942,Pinopolis West Dam,United States
1942,Dos Bocas,United States
1942,Curema,Brazil
1942,Santa Luzia,Portugal
1942,Lavaud Gelade,France
1942,Miorina,Italy
1942,Naodehai,China
1942,Aikawa,Japan
1942,Manton Dam,Australia
1942,Tanosawatameike,Japan
1942,Ohara,Japan
1942,Asaida,Japan
1942,Cooby Creek,Australia
1943,Upper Kananaskis,Canada
1943,San Vicente,United States
1943,John Martin Dam,United States
1943,Hefner,United States
1943,Arkabutla Dam,United States
1943,Ellison Creek Dam,United States
1943,Peavy Falls,United States
1943,Berlin Dam,United States
1943,Brighton Dam,United States
1943,Dale Hollow Dam,United States
1943,Douglas,United States
1943,Apalachia,United States
1943,Passes Dangereuses,Canada
1943,Millinocket Lake,United States
1943,Franklin Falls Dam,United States
1943,Ncema,Zimbabwe
1943,Middle Letaba,South Africa
1943,Dindi,India
1943,Mayang,North Korea
1943,Shuifeng,China
1943,Hasong,North Korea
1943,Uryudaini,Japan
1943,Uryudaiichi,Japan
1943,Iwamatsu,Japan
1943,Sotoyama,Japan
1943,Kaneyama,Japan
1944,Brilliant,Canada
1944,Willow Creek Reservoir 3,United States
1944,Norfork,United States
1944,Altus,United States
1944,Denison Dam,United States
1944,Villa Victoria,Mexico
1944,Valle de Bravo,Mexico
1944,Mosquito Creek Dam,United States
1944,Geist Reservoir Dam,United States
1944,Youghiogheny Dam,United States
1944,Kentucky,United States
1944,Fontana,United States
1944,Cruz del Eje,Argentina
1944,San Roque,Argentina
1944,La Vina,Argentina
1944,Imfout,Morocco
1944,Jarpstrommens,Sweden
1944,Leringsfors,Sweden
1944,Cactus Poort,Zimbabwe
1944,Santaizi,China
1944,Sachopyong,North Korea
1944,Naejungri,North Korea
1944,Hwachon,South Korea
1944,Namitakijiike,Japan
1945,Alder,United States
1945,Shasta,United States
1945,Shadow Mountain,United States
1945,Scofield,United States
1945,Horseshoe,United States
1945,Lake Loveland,United States
1945,Box Butte,United States
1945,Lake Kickapoo Dam,United States
1945,Merriman Dam,United States
1945,La Angostura,Bolivia
1945,Caldeirao,Brazil
1945,Ladybower,United Kingdom
1945,Ebro,Spain
1945,Tranco de Beas,Spain
1945,Neuvic d'Ussel,France
1945,Saint Etienne Cantales,France
1945,Donkerpoort,South Africa
1945,Ngesi,Zimbabwe
1945,Shakaike,Japan
1945,Tamano,Japan
1945,Miura,Japan
1946,Conn Creek,United States
1946,Anderson Ranch,United States
1946,Elysian Lake,United States
1946,Deerfield,United States
1946,Lake Casa Blanca Dam,United States
1946,Marte R. Gomez,Mexico
1946,Manuel Avila Camacho,Mexico
1946,Kent Lake Dam,United States
1946,Carvin Cove Dam,United States
1946,Lake Auburn Dam,United States
1946,Dr. Gabriel Terra,Uruguay
1946,Beni Bahdel,Algeria
1946,Palsbufjord,Norway
1946,Kalhovd,Norway
1946,Monceaux la Virole,France
1946,Inukamigawa,Japan
1947,John Hart,Canada
1947,Barrier,Canada
1947,Pinto,United States
1947,Cascade,United States
1947,Lazaro Cardenas,Mexico
1947,Blue Mountain,United States
1947,Millers Lake,United States
1947,William Harris Reservoir Dam,United States
1947,Cowan Lake Dam,United States
1947,Green River Dam,United States
1947,El Nihuil,Argentina
1947,Torre del Aguila,Spain
1947,Markala,Mali
1947,Loumbila,Burkina Faso
1947,Rossens,Switzerland
1947,Lucendro,Switzerland
1947,Sella,Switzerland
1947,Lago Goillet,Italy
1947,L'Aigle,France
1947,Maury,France
1947,Kegums,Latvia
1947,Upper Umgusa,Zimbabwe
1947,Sagami,Japan
1947,Karapiro,New Zealand
1948,French Lake,United States
1948,Scotts Flat,United States
1948,Berry Creek,Canada
1948,Pothole,Canada
1948,Dry Falls,United States
1948,O'Sullivan,United States
1948,Dixon Canyon,United States
1948,Fool Creek 1,United States
1948,Jackson Gulch,United States
1948,Big Dry Creek,United States
1948,Abelardo,Mexico
1948,Sinaloa,Mexico
1948,Angostura,United States
1948,Point of Rocks,United States
1948,Medicine Creek,United States
1948,Kanopolis Dam,United States
1948,Fall River Lake,United States
1948,Canton Lake,United States
1948,Gonzales Creek Dam,United States
1948,Lake Cherokee Dam,United States
1948,Hords Creek Dam,United States
1948,False River Spillway,United States
1948,Agusabon Main,Canada
1948,Dozois,Canada
1948,Stewartville,Canada
1948,Delaware Dam,United States
1948,Watauga,United States
1948,Onatchiway,Canada
1948,Flagstaff,United States
1948,Kushaqua Lake Outlet Dam,United States
1948,Mascoma Lake Dam,United States
1948,Skelton,United States
1948,Split Rock Pond Dam,United States
1948,Caonillas,United States
1948,Escaba,Argentina
1948,El Pintado,Spain
1948,Bou Hanifia,Algeria
1948,Genissiat,France
1948,La Girotte,France
1948,Castillon,France
1948,Flix,Spain
1948,Isohaara,Finland
1948,Tainionkoski,Finland
1948,Whitewaters,Zimbabwe
1948,Van Dyksdrif,South Africa
1948,Mockes,South Africa
1948,Khrami 1,Georgia
1948,Pagara,India
1948,Stirling,Australia
1948,Kotogawa,Japan
1948,Birusawatameike,Japan
1948,Fujimuna,Japan
1948,Lower Nihotupu,New Zealand
1949,Ladore Falls,Canada
1949,Ross,United States
1949,Dorena,United States
1949,Snare Rapids,Canada
1949,Lower Salmon,United States
1949,Granby,United States
1949,Vail,United States
1949,Francisco I. Madero,Mexico
1949,Dickinson,United States
1949,Long Lake,United States
1949,Heart Butte Dike,United States
1949,Petenwell,United States
1949,Fort Gibson Lake,United States
1949,Wister Lake,United States
1949,Lake Colorado City Dam,United States
1949,Whitehouse Dam,United States
1949,Camp Creek Lake Dam,United States
1949,Miguel Aleman,Mexico
